"BRAND_NAME","MEDIA_TYPE_NAME","Sum","Date"
"MAVYRET","Partner Content Hub",66900472,2019-05-01
"MAVYRET","Partner Content Hub",33450236,2019-06-01
"MAVYRET","Partner Content Hub",33450236,2019-07-01
"HUMIRA","Partner Site Sponsorship",122,2018-09-01
"HUMIRA","Partner Site Sponsorship",3036,2018-10-01
"HUMIRA","Partner Site Sponsorship",8716,2018-11-01
"HUMIRA","Partner Site Sponsorship",13718,2018-12-01
"HUMIRA","Partner Site Sponsorship",13718,2019-01-01
"HUMIRA","Partner Site Sponsorship",13718,2019-02-01
"HUMIRA","Partner Site Sponsorship",13718,2019-03-01
"HUMIRA","Partner Site Sponsorship",13718,2019-04-01
"HUMIRA","Partner Site Sponsorship",27436,2019-05-01
"HUMIRA","Partner Site Sponsorship",13718,2019-06-01
"HUMIRA","Partner Site Sponsorship",13718,2019-07-01
"HUMIRA","PartnerSiteSponsorship",836,2018-09-01
"HUMIRA","Rich Media",13515077.428569,2018-09-01
"HUMIRA","Rich Media",13600187.428569,2018-10-01
"HUMIRA","Rich Media",13695777.428569,2018-11-01
"HUMIRA","Rich Media",13964421.428569,2018-12-01
"HUMIRA","Rich Media",13964421.428569,2019-01-01
"HUMIRA","Rich Media",13964421.428569,2019-02-01
"HUMIRA","Rich Media",13964421.428569,2019-03-01
"HUMIRA","Rich Media",13964421.428569,2019-04-01
"HUMIRA","Rich Media",27928842.857138,2019-05-01
"HUMIRA","Rich Media",13964421.428569,2019-06-01
"HUMIRA","Rich Media",13964421.428569,2019-07-01
"HUMIRA","Sequential",130133568,2018-09-01
"HUMIRA","Sequential",130133568,2018-10-01
"HUMIRA","Sequential",130133568,2018-11-01
"HUMIRA","Sequential",130133568,2018-12-01
"HUMIRA","Sequential",130133568,2019-01-01
"HUMIRA","Sequential",130133568,2019-02-01
"HUMIRA","Sequential",130133568,2019-03-01
"HUMIRA","Sequential",130133568,2019-04-01
"HUMIRA","Sequential",260267136,2019-05-01
"HUMIRA","Sequential",130133568,2019-06-01
"HUMIRA","Sequential",130133568,2019-07-01
"ELAGOLIX","Site Package",1460949733.57143,2018-09-01
"ELAGOLIX","Site Package",1648900953.57143,2018-10-01
"ELAGOLIX","Site Package",1979082047.57143,2018-11-01
"ELAGOLIX","Site Package",2577948001.57143,2018-12-01
"ELAGOLIX","Site Package",2583672315.57143,2019-01-01
"ELAGOLIX","Site Package",2583672315.57143,2019-02-01
"ELAGOLIX","Site Package",2583672315.57143,2019-03-01
"ELAGOLIX","Site Package",2583672315.57143,2019-04-01
"ELAGOLIX","Site Package",5167344631.14285,2019-05-01
"ELAGOLIX","Site Package",2583672315.57143,2019-06-01
"ELAGOLIX","Site Package",2583672315.57143,2019-07-01
"HUMIRA","Site Package",3159962790.71428,2018-09-01
"HUMIRA","Site Package",3282842272.71428,2018-10-01
"HUMIRA","Site Package",3523069754.71428,2018-11-01
"HUMIRA","Site Package",3738720996.71428,2018-12-01
"HUMIRA","Site Package",3740033470.71428,2019-01-01
"HUMIRA","Site Package",3740033470.71428,2019-02-01
"HUMIRA","Site Package",3740033470.71428,2019-03-01
"HUMIRA","Site Package",3740027502.85714,2019-04-01
"HUMIRA","Site Package",7475222223.14284,2019-05-01
"HUMIRA","Site Package",3732620877.2857,2019-06-01
"HUMIRA","Site Package",3729344632.42856,2019-07-01
"LUPRON DEPOT","Site Package",3329148,2018-09-01
"LUPRON DEPOT","Site Package",4678780,2018-10-01
"LUPRON DEPOT","Site Package",6138178,2018-11-01
"LUPRON DEPOT","Site Package",7880554,2018-12-01
"LUPRON DEPOT","Site Package",7924354,2019-01-01
"LUPRON DEPOT","Site Package",7924354,2019-02-01
"LUPRON DEPOT","Site Package",7924354,2019-03-01
"LUPRON DEPOT","Site Package",7924354,2019-04-01
"LUPRON DEPOT","Site Package",15848708,2019-05-01
"LUPRON DEPOT","Site Package",7924354,2019-06-01
"LUPRON DEPOT","Site Package",7924354,2019-07-01
"CREON","SitePackage",52557781.142857,2018-09-01
"CREON","SitePackage",50113754.2857144,2018-10-01
"CREON","SitePackage",42540679,2018-11-01
"CREON","SitePackage",28589431.4285718,2018-12-01
"CREON","SitePackage",12085818.142857,2019-01-01
"HUMIRA","SitePackage",1709899117.28571,2018-09-01
"HUMIRA","SitePackage",1624773242.14286,2018-10-01
"HUMIRA","SitePackage",1456692298.85714,2018-11-01
"HUMIRA","SitePackage",1312191263.14286,2018-12-01
"HUMIRA","SitePackage",713648214.285713,2019-01-01
"LUPRON DEPOT","SitePackage",4392794.714286,2018-09-01
"LUPRON DEPOT","SitePackage",3730042.5714286,2018-10-01
"LUPRON DEPOT","SitePackage",3192847.4285714,2018-11-01
"LUPRON DEPOT","SitePackage",2626574.857143,2018-12-01
"LUPRON DEPOT","SitePackage",1532373.4285716,2019-01-01
"HUMIRA","Skinning",NA,2018-10-01
"HUMIRA","Skinning",NA,2018-11-01
"HUMIRA","Skinning",NA,2018-12-01
"HUMIRA","Skinning",NA,2019-01-01
"HUMIRA","Skinning",NA,2019-02-01
"HUMIRA","Skinning",NA,2019-03-01
"HUMIRA","Skinning",NA,2019-04-01
"HUMIRA","Skinning",NA,2019-05-01
"HUMIRA","Skinning",NA,2019-06-01
"HUMIRA","Skinning",NA,2019-07-01
"CREON","Skippable Pre-Roll Video",1558952,2018-09-01
"CREON","Skippable Pre-Roll Video",1844960,2018-10-01
"CREON","Skippable Pre-Roll Video",2311446,2018-11-01
"CREON","Skippable Pre-Roll Video",2706274,2018-12-01
"CREON","Skippable Pre-Roll Video",2706274,2019-01-01
"CREON","Skippable Pre-Roll Video",2706274,2019-02-01
"CREON","Skippable Pre-Roll Video",2706274,2019-03-01
"CREON","Skippable Pre-Roll Video",2706274,2019-04-01
"CREON","Skippable Pre-Roll Video",5412548,2019-05-01
"CREON","Skippable Pre-Roll Video",2706274,2019-06-01
"CREON","Skippable Pre-Roll Video",2706274,2019-07-01
"ELAGOLIX","Skippable Pre-Roll Video",5022826,2018-09-01
"ELAGOLIX","Skippable Pre-Roll Video",5022826,2018-10-01
"ELAGOLIX","Skippable Pre-Roll Video",5022826,2018-11-01
"ELAGOLIX","Skippable Pre-Roll Video",5022826,2018-12-01
"ELAGOLIX","Skippable Pre-Roll Video",5022826,2019-01-01
"ELAGOLIX","Skippable Pre-Roll Video",5022826,2019-02-01
"ELAGOLIX","Skippable Pre-Roll Video",5022826,2019-03-01
"ELAGOLIX","Skippable Pre-Roll Video",5022826,2019-04-01
"ELAGOLIX","Skippable Pre-Roll Video",10045652,2019-05-01
"ELAGOLIX","Skippable Pre-Roll Video",5022826,2019-06-01
"ELAGOLIX","Skippable Pre-Roll Video",5022826,2019-07-01
"HUMIRA","Skippable Pre-Roll Video",621620241.285714,2018-09-01
"HUMIRA","Skippable Pre-Roll Video",622734885.285714,2018-10-01
"HUMIRA","Skippable Pre-Roll Video",637674681.285714,2018-11-01
"HUMIRA","Skippable Pre-Roll Video",660108143.285714,2018-12-01
"HUMIRA","Skippable Pre-Roll Video",660432395.285714,2019-01-01
"HUMIRA","Skippable Pre-Roll Video",660432395.285714,2019-02-01
"HUMIRA","Skippable Pre-Roll Video",660432395.285714,2019-03-01
"HUMIRA","Skippable Pre-Roll Video",660432395.285714,2019-04-01
"HUMIRA","Skippable Pre-Roll Video",1320864790.57143,2019-05-01
"HUMIRA","Skippable Pre-Roll Video",660432395.285714,2019-06-01
"HUMIRA","Skippable Pre-Roll Video",660432395.285714,2019-07-01
"ELAGOLIX","Social Post",136358714,2018-09-01
"ELAGOLIX","Social Post",90692056,2018-10-01
"ELAGOLIX","Social Post",90692056,2018-11-01
"ELAGOLIX","Social Post",102811776,2018-12-01
"ELAGOLIX","Social Post",103807370,2019-01-01
"ELAGOLIX","Social Post",103807370,2019-02-01
"ELAGOLIX","Social Post",103807370,2019-03-01
"ELAGOLIX","Social Post",103807370,2019-04-01
"ELAGOLIX","Social Post",207614740,2019-05-01
"ELAGOLIX","Social Post",103807370,2019-06-01
"ELAGOLIX","Social Post",103807370,2019-07-01
"HUMIRA","Social Post",549831535.142855,2018-09-01
"HUMIRA","Social Post",421785792.857141,2018-10-01
"HUMIRA","Social Post",421785792.857141,2018-11-01
"HUMIRA","Social Post",421785792.857141,2018-12-01
"HUMIRA","Social Post",421785792.857141,2019-01-01
"HUMIRA","Social Post",421785794.857141,2019-02-01
"HUMIRA","Social Post",421785796.857141,2019-03-01
"HUMIRA","Social Post",421785796.857141,2019-04-01
"HUMIRA","Social Post",843571593.714283,2019-05-01
"HUMIRA","Social Post",421785796.857141,2019-06-01
"HUMIRA","Social Post",421785796.857141,2019-07-01
"MAVYRET","Social Post",42342012,2018-09-01
"MAVYRET","Social Post",17287588,2018-10-01
"MAVYRET","Social Post",17287588,2018-11-01
"MAVYRET","Social Post",17287588,2018-12-01
"MAVYRET","Social Post",17287588,2019-01-01
"MAVYRET","Social Post",17287588,2019-02-01
"MAVYRET","Social Post",17287588,2019-03-01
"MAVYRET","Social Post",17287588,2019-04-01
"MAVYRET","Social Post",34575176,2019-05-01
"MAVYRET","Social Post",17287588,2019-06-01
"MAVYRET","Social Post",17287588,2019-07-01
"LUPRON DEPOT","Takeover",4573432,2018-09-01
"LUPRON DEPOT","Takeover",4573432,2018-10-01
"LUPRON DEPOT","Takeover",4573432,2018-11-01
"LUPRON DEPOT","Takeover",4573432,2018-12-01
"LUPRON DEPOT","Takeover",4573432,2019-01-01
"LUPRON DEPOT","Takeover",4573432,2019-02-01
"LUPRON DEPOT","Takeover",3980254,2019-03-01
"LUPRON DEPOT","Takeover",3271440.5714287,2019-04-01
"LUPRON DEPOT","Takeover",4926135.4285712,2019-05-01
"LUPRON DEPOT","Takeover",2360732,2019-06-01
"LUPRON DEPOT","Takeover",1956300.5714286,2019-07-01
"ELAGOLIX","Video",278374931,2018-09-01
"ELAGOLIX","Video",325838651,2018-10-01
"ELAGOLIX","Video",400023291,2018-11-01
"ELAGOLIX","Video",490218547,2018-12-01
"ELAGOLIX","Video",490434715,2019-01-01
"ELAGOLIX","Video",490434715,2019-02-01
"ELAGOLIX","Video",490434715,2019-03-01
"ELAGOLIX","Video",490434715,2019-04-01
"ELAGOLIX","Video",980869429.999999,2019-05-01
"ELAGOLIX","Video",490434715,2019-06-01
"ELAGOLIX","Video",490434715,2019-07-01
"HUMIRA","Video",3527557725,2018-09-01
"HUMIRA","Video",3678840839,2018-10-01
"HUMIRA","Video",3829897810,2018-11-01
"HUMIRA","Video",4004331442.42857,2018-12-01
"HUMIRA","Video",3857980541.42857,2019-01-01
"HUMIRA","Video",3628316686.14285,2019-02-01
"HUMIRA","Video",3566639315.57142,2019-03-01
"HUMIRA","Video",3513434806.42857,2019-04-01
"HUMIRA","Video",6917185685.42856,2019-05-01
"HUMIRA","Video",3392253192.14285,2019-06-01
"HUMIRA","Video",3320460090.99999,2019-07-01
"HUMIRA","Video Partner Content Hub",305843.5714294,2018-09-01
"HUMIRA","Video Partner Content Hub",338485.5714294,2018-10-01
"HUMIRA","Video Partner Content Hub",366943.5714294,2018-11-01
"HUMIRA","Video Partner Content Hub",401787.5714294,2018-12-01
"HUMIRA","Video Partner Content Hub",402391.5714294,2019-01-01
"HUMIRA","Video Partner Content Hub",402391.5714294,2019-02-01
"HUMIRA","Video Partner Content Hub",402391.5714294,2019-03-01
"HUMIRA","Video Partner Content Hub",402391.5714294,2019-04-01
"HUMIRA","Video Partner Content Hub",804783.1428588,2019-05-01
"HUMIRA","Video Partner Content Hub",402391.5714294,2019-06-01
"HUMIRA","Video Partner Content Hub",402391.5714294,2019-07-01
