Brand,DAY_DATE,TOTAL_RX_COUNT
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/21/2016,1
LUPRON DEPOT,10/7/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/28/2016,1
LUPRON DEPOT,10/14/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/25/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/4/2016,1
LUPRON DEPOT,11/18/2016,1
LUPRON DEPOT,11/11/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/16/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/23/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/2/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/30/2016,1
LUPRON DEPOT,12/9/2016,1
LUPRON DEPOT,12/30/2016,1
